;;period;start;end;n;missing;log;adjust;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;bic2;hannanquinn;nparams;nobs;neffectiveobs;df;p;d;q;bp;bd;bq;theta(1);;;theta(2);;;theta(3);;;phi(1);;;phi(2);;;phi(3);;;btheta(1);;;bphi(1);;;start;end;n;missing;mean;nlp;ntd;leaster;nmh;nout;nao;nls;ntc;nso;nusers;mu;;;lp;;;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;td-derived;;;td-ftest;easter;;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;ser;type;mean;skewness;kurtosis;doornikhansen;lb;bp;lb2;bp2;seaslb;seasbp;nruns;lruns;nudruns;ludruns;mode;seasonal;icratio;trend-filter;seasonal-filters;d9-global-msr;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-res-qs;seas-res-f;seas-res-friedman;seas-res-kw;seas-res-periodogram;seas-res-spectralpeaks;seas-sa-qs;seas-sa-f;seas-sa-friedman;seas-sa-kw;seas-sa-periodogram;seas-sa-spectralpeaks;seas-i-qs;seas-i-f;seas-i-friedman;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-sa-ac1;td-res-all;td-res-last;td-sa-all;td-sa-last;td-i-all;td-i-last;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary
RF2453;;12;1990-01-01;2021-09-01;381;0;0;None;-1233,27222205;-1233,27222205;17385,761579707;2494,5444441;2549,257605234;2495,7342458;4,064033364;6,927330449;2516,28144338;14;381;368;354;0;1;1;0;1;1;-0,442385;-9,575;0;;;;;;;;;;;;;;;;-0,485693;-10,4715;0;;;;1990-01-01;2021-09-01;381;0;0;1;1;0;0;9;3;2;4;0;0;;;;Leap year;6,491856;3,4254;week;1,109147;12,958;;;;;;;;;;;;;;;;;;;;;;;AO (7-1990);31,671891;5,1025;AO (8-1990);-27,501067;-4,4289;AO (6-1992);-56,697541;-10,9368;LS (10-2008);-24,873339;-4,5266;TC (12-2008);-25,284767;-4,4777;LS (8-2009);24,922759;4,5812;TC (3-2020);-35,140636;-5,9218;TC (4-2020);-48,022833;-8,1713;TC (6-2021);-29,549434;-4,3868;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,169425;-0,309558;4,135939;16,813118;25,551825;24,625322;16,962947;16,185424;0;0;0,426879;4,203982;1,859091;7,016029;Additive;1;;;;;Present;0,043339322;0;Present;ProbablyNone;0,051854663;0;None;None;0,098292344;0,683248783;None;None;0,000001363;0,999999997;None;None;0,000455796;1;701,531896;64,756383;291,109181;325,041244;274,728367;AT.AT.AT.AT.AT.AT;0;3,057795;11,564103;9,12936;0,790756;--.--.-t.-t.--.--;0;0,118044;2,682382;0,984461;0,011596;--.--.--.--.--.--;0;0,10614;2,300248;0,876308;0,008516;--.--.--.--.--.--;-0,405225861;1,990491;1,990491;3,10412;3,10412;3,756733;3,756733;;;;;;;;;;;;;;Uncertain
RF2454;;12;1990-01-01;2021-09-01;381;0;0;None;-1330,210618319;-1330,210618319;29488,934952656;2676,421236637;2707,685900143;2676,822350844;4,49606946;7,35784212;2688,842379083;8;381;368;360;0;1;1;0;1;1;-0,543607;-11,5243;0;;;;;;;;;;;;;;;;-0,436353;-7,9303;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;0;0;4;3;0;1;0;0;;;;;;;week;1,077791;9,2855;;;;;;;;;;;;;;;;;;;;;;;AO (7-1990);42,145896;5,1642;AO (8-1990);-52,630901;-6,4368;AO (11-1992);38,362412;5,6655;TC (3-2020);-31,553931;-4,4685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,274708;0,299887;3,363543;6,017706;24,051936;22,966214;42,940348;41,205606;1,211578;1,165734;-0,617612;15,345195;-0,123939;1,516484;Additive;1;;;;;Present;0,000000035;0;Present;ProbablyNone;0,000000001;0;None;None;0,05872888;0,632093304;None;None;0,000387627;1;None;None;0,007292507;1;677,317854;43,558329;278,622829;304,750478;207,184309;AT.AT.AT.AT.AT.AT;1,211578;1,180052;7,394872;7,070701;0,884124;--.--.--.-t.--.--;0;0,054325;1,307692;0,369777;0,023926;--.--.--.--.--.--;0;0,089129;1,2134;0,272938;0,017738;--.--.--.--.--.--;-0,367733965;2,595383;2,595383;3,188764;3,188764;3,791549;3,791549;;;;;;;;;;;;;;Good
RF2511;;12;1990-01-01;2021-09-01;381;0;0;None;-1273,469301672;-1273,469301672;21470,302014838;2560,938603345;2588,295183912;2561,249714456;4,162670459;7,033410826;2571,807102985;7;381;368;361;0;1;1;0;1;1;-0,605084;-14,3252;0;;;;;;;;;;;;;;;;-0,616035;-12,4616;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;6;1;2;1;0;1;0;0;;;;;;;week;0,875267;8,3201;;;;;;;;;;;;;;;;;;;;Easter [6];-4,61361;-2,9277;AO (8-1997);39,749558;6,3896;TC (3-2020);-53,420093;-8,431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,195831;-0,383509;4,228935;18,400431;25,813028;24,763046;34,373548;32,989181;1,783476;1,715993;-1,043459;13,046208;-1,487273;11,131817;Additive;1;;;;;Present;0,077032757;0;Present;Present;0,084615708;0;None;None;0,010126737;0,709947163;None;None;0,01793768;0,999999997;None;None;0,121592271;1;625,940865;105,757945;280,558313;304,532503;233,272526;AT.AT.AT.AT.AT.AT;1,783476;0,538333;5,517949;6,69246;0,78272;--.--.--.--.--.at;0;0,178291;2,37469;0,711663;0,065742;--.--.--.--.--.--;0;0,181125;1,064516;0,372079;0,051844;--.--.--.--.--.--;-0,397336739;2,841555;2,841555;2,800077;2,800077;3,201911;3,201911;;;;;;;;;;;;;;Good
RF2512;;12;1990-01-01;2021-09-01;381;0;0;None;-1360,205399397;-1360,205399397;34302,860685925;2744,410798795;2791,307794053;2745,289672034;4,711501399;7,585075527;2763,042512463;12;381;368;356;0;1;1;0;1;1;-0,562644;-12,6252;0;;;;;;;;;;;;;;;;-0,659378;-13,8726;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;6;1;7;4;2;1;0;0;;;;;;;week;1,198432;9,0424;;;;;;;;;;;;;;;;;;;;Easter [6];-5,984703;-2,9609;AO (8-1993);-65,313071;-7,9151;LS (10-1993);-37,793271;-4,8991;AO (7-1997);-70,695055;-8,722;AO (8-1997);68,97362;8,4807;LS (1-1998);-34,202268;-4,6216;TC (3-2020);-50,335508;-5,762;AO (4-2020);-43,449409;-4,997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,16031;0,238258;3,85831;11,427916;19,47925;18,68045;132,141205;126,897781;2,023782;1,947207;0,521998;4,923913;0,991515;4,078312;Additive;1;;;;;Present;0;0;Present;Present;0;0;None;None;0,000008281;0,026544115;None;None;0,000010454;1;None;None;0,00069965;1;667,331818;105,378548;284,736973;315,721535;411,734464;At.AT.AT.AT.AT.AT;2,023782;0,931583;19,887179;20,810001;2,003237;a-.--.--.--.--.--;0;0,055735;1,689826;0,351957;0,041843;--.--.--.--.--.--;0;0,077711;1,575682;0,657961;0,050175;--.--.--.--.--.--;-0,441669739;0,992574;0,992574;1,473893;1,473893;1,774416;1,774416;;;;;;;;;;;;;;Good
RF2521;;12;1990-01-01;2021-09-01;381;0;1;None;385,518912613;-1397,580707473;2,602875029;2815,161414946;2854,242244327;2815,777661444;-4,806975165;-1,93466575;2830,687843003;10;381;368;358;0;1;1;0;1;1;-0,578226;-11,0485;0;;;;;;;;;;;;;;;;-0,641181;-11,4989;0;;;;1990-01-01;2021-09-01;381;0;0;1;1;6;1;4;2;2;0;0;0;;;;Leap year;0,051457;1,9874;week;0,00719;6,2113;;;;;;;;;;;;;;;;;;;;Easter [6];-0,055095;-3,1502;LS (1-2008);0,25375;3,989;AO (8-2008);-0,307793;-4,456;LS (12-2008);-0,286697;-4,5078;AO (4-2020);-0,626357;-8,7406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,049426;-0,218054;3,37675;4,470588;39,436688;37,703972;23,115179;22,220131;2,418288;2,326785;-1,981556;26,913028;-1,239394;6,790883;Multiplicative;1;;;;;Present;0,006710731;0;Present;Present;0,011778021;0;None;None;0,116104985;0,951616514;None;None;0,000000021;0,999999958;None;None;0,068149522;1;608,203197;102,411115;282,379653;310,553425;268,079045;AT.AT.AT.AT.AT.AT;2,418288;0,695423;7,851282;5,235569;0,3595;--.--.--.--.--.--;0;0,086887;2,632754;0,961061;0,062992;--.--.--.--.--.--;0;0,079363;2,047146;0,862138;0,052792;--.--.--.--.--.--;-0,423111118;0,706954;0,706954;1,36752;1,36752;1,629494;1,629494;;;;;;;;;;;;;;Good
RF2529;;12;1990-01-01;2021-09-01;381;0;0;None;-1388,062133108;-1388,062133108;40277,15665712;2788,124266215;2811,572763844;2788,356953196;4,775729683;7,64014338;2797,440123049;6;381;368;362;0;1;1;0;1;1;-0,562903;-11,4813;0;;;;;;;;;;;;;;;;-0,501443;-11,5106;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;6;1;1;0;0;1;0;0;;;;;;;week;0,806946;5,8521;;;;;;;;;;;;;;;;;;;;Easter [6];-6,446989;-3,2506;TC (5-2000);36,773218;4,5014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,364929;-0,131908;4,090654;16,663685;34,730761;33,315694;17,786405;17,226539;0,496371;0,461491;-2,19038;95,264403;-0,619697;2,088016;Additive;1;;;;;Present;0,013882738;0;Present;ProbablyNone;0,017704004;0;None;None;0,01010004;0,966595996;None;None;0,00006514;1;None;None;0,01146666;1;613,96712;22,426718;234,101737;272,68886;91,521672;AT.AT.AT.AT.AT.aT;0,496371;1,106217;4,379487;5,289322;0,426512;--.--.--.--.--.--;0;0,105525;1,908189;0,407141;0,025427;--.--.--.--.--.--;0;0,082117;1,595533;0,300309;0,021266;--.--.--.--.--.--;-0,388694572;0,494155;0,494155;0,92764;0,92764;1,069433;1,069433;;;;;;;;;;;;;;Good
RF2530;;12;1990-01-01;2021-09-01;381;0;1;None;379,733010354;-1214,247411104;2,725519526;2450,494822208;2493,513585292;2451,234318006;-4,747953391;-1,881970888;2467,58399581;11;381;369;358;2;0;1;0;1;1;-0,80451;-11,3885;0;;;;;;;-1,34504;-13,8937;0;0,365829;4,1859;0;;;;-0,542159;-11,232;0;;;;1990-01-01;2021-09-01;381;0;0;0;0;0;0;6;1;2;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TC (12-1999);0,454184;6,2063;TC (4-2000);0,807145;11,0417;TC (7-2000);-0,520699;-7,1152;LS (2-2010);0,332715;5,419;AO (8-2019);0,311434;4,6004;LS (3-2020);-0,299009;-4,768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,733209;-0,164071;4,733547;34,369071;28,688664;27,597427;55,312165;53,910197;5,157671;4,963042;-3,221934;90,258128;-1,56776;11,86528;Multiplicative;1;;;;;Present;0,000000004;0;Present;ProbablyNone;0;0;None;None;0,000004835;0,81994784;None;None;0,000007535;0,999999254;None;None;0,000006501;1;381,126607;11,166869;191,397022;207,140992;40,816728;-t.-t.AT.AT.AT.AT;5,157671;0,351791;6,620513;6,940111;0,676714;--.--.A-.--.--.--;0;0,085635;3,133995;2,208958;0,03545;--.--.--.--.--.--;0;0,080684;4,315136;1,760054;0,035103;--.--.--.--.--.--;-0,227953896;1,817555;1,817555;1,834352;1,834352;1,652549;1,652549;;;;;;;;;;;;;;Severe
RF2540;;12;1990-01-01;2021-09-01;381;0;0;None;-1335,342490134;-1335,342490134;30003,219797922;2694,684980269;2741,581975527;2695,563853508;4,577577349;7,44995102;2713,316693937;12;381;368;356;0;1;1;0;1;1;-0,764642;-23,9418;0;;;;;;;;;;;;;;;;-0,621477;-12,7137;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;0;0;8;1;5;2;0;0;;;;;;;week;0,642782;4,7176;;;;;;;;;;;;;;;;;;;;;;;TC (1-1991);-39,838628;-5,5217;LS (2-1991);-33,058237;-5,6481;LS (10-1993);-20,509543;-3,7762;LS (1-1995);24,491432;4,5261;AO (6-2007);52,140441;6,579;LS (9-2007);-33,903208;-6,1809;TC (4-2020);-29,008944;-4,102;LS (6-2020);25,442022;4,4872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,092668;-0,127042;4,433655;25,767064;20,361289;19,506369;56,727399;54,622965;0,767493;0,715308;-1,248021;12,095493;-1,239394;4,292543;Additive;1;;;;;Present;0,001510421;0;Present;ProbablyNone;0,001453651;0;None;None;0,000031032;0,864087741;None;None;0,000000219;0,999999999;None;None;0,000000892;1;478,363026;46,809417;230,925558;265,396298;64,604814;AT.AT.AT.AT.AT.aT;0,767493;0,542786;10,964103;8,145406;0,495728;-t.--.--.--.--.--;0;0,201972;2,712159;0,941868;0,016911;--.--.--.--.--.--;0;0,16793;2,379653;0,644429;0,017668;--.--.--.--.--.--;-0,458740167;2,075337;2,075337;2,792942;2,792942;3,040191;3,040191;;;;;;;;;;;;;;Good
RF2550;;12;1990-01-01;2021-09-01;381;0;0;None;-1205,355418556;-1205,355418556;14873,032691509;2434,710837113;2481,607832371;2435,589710352;3,875822333;6,743499544;2453,342550781;12;381;368;356;0;1;1;1;1;1;-0,544115;-12,4697;0;;;;;;;;;;;;;;;;-0,747055;-10,0916;0;-0,308892;-3,1346;0,0019;1990-01-01;2021-09-01;381;0;0;1;1;6;1;5;2;1;2;0;0;;;;Leap year;4,649967;2,5874;week;1,160486;12,4146;;;;;;;;;;;;;;;;;;;;Easter [6];-5,213989;-4,4953;LS (10-2008);-55,731094;-10,4338;AO (10-2008);26,319516;4,7153;AO (8-2009);22,77085;4,6237;TC (3-2020);-43,89944;-8,1828;TC (4-2020);-50,12546;-9,3649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,324055;-0,215838;3,673401;8,174479;19,787216;19,00936;26,90302;25,643401;0,003749;0,003607;-0,934739;72,048182;0,371818;0,629263;Additive;1;;;;;Present;0,00002281;0;Present;ProbablyNone;0,000009326;0;None;None;0,075728407;0,948120898;None;None;0,000131648;1;None;None;0,081695326;1;699,336918;171,108197;295,853598;324,998621;402,004082;AT.AT.AT.AT.AT.AT;0,003749;2,333193;4,374359;5,124476;0,37992;--.--.--.--.--.a-;0;0,272492;2,434243;1,02475;0,014197;--.--.--.--.--.--;0;0,300118;1,80397;0,800165;0,011762;--.--.--.--.--.--;-0,386245716;0,412852;0,412852;0,303119;0,303119;0,377952;0,377952;;;;;;;;;;;;;;Good
RF2561;;12;1990-01-01;2021-09-01;381;0;1;None;497,749680086;-1194,136722735;1,438927183;2412,273445469;2459,170440727;2413,152318709;-5,367584809;-2,512506426;2430,905159138;12;381;368;356;0;1;2;0;1;0;-0,63855;-11,8785;0;0,120346;2,4043;0,0167;;;;;;;;;;;;;;;;;;;1990-01-01;2021-09-01;381;0;0;1;1;6;1;6;1;3;2;0;0;;;;Leap year;0,031106;2,1966;week;0,008464;9,4823;;;;;;;;;;;;;;;;;;;;Easter [6];-0,032088;-3,4328;LS (7-1998);-0,206442;-4,84;TC (8-1998);0,332377;7,4164;LS (11-2008);-0,217026;-5,9145;AO (6-2010);0,19823;5,0202;LS (3-2020);-0,247804;-5,7441;TC (4-2020);-0,285605;-6,3032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,039988;-0,65554;4,939534;30,006116;36,045273;34,532821;59,515972;57,401657;0;0;-0,920151;5,538531;-0,495758;8,962873;Multiplicative;1;;;;;Present;0,11523628;0;Present;ProbablyNone;0,128429147;0;None;None;0,000204795;0,325859894;None;None;0;1;None;None;0,040263412;1;677,852154;43,135196;191,163772;216,5078;46,634395;AT.AT.AT.AT.AT.AT;0;1,362966;7,425641;8,178365;1,216617;--.--.--.--.--.--;0;0,077812;0,756824;0,355331;0,003267;--.--.--.--.--.--;0;0,059799;1,620347;0,521937;0,00332;--.--.--.--.--.--;-0,221151887;0,095807;0,095807;0,020552;0,020552;0,05928;0,05928;;;;;;;;;;;;;;Good
RF2562;;12;1990-01-01;2021-09-01;381;0;0;None;-1020,909523051;-1020,909523051;5424,812785652;2067,819046102;2118,624124298;2068,84729469;2,883310609;5,757130773;2088,003402576;13;381;368;355;2;1;0;1;1;1;;;;;;;;;;0,534402;10,6405;0;0,340471;6,8459;0;;;;-0,801063;-14,9482;0;-0,297111;-3,7245;0,0002;1990-01-01;2021-09-01;381;0;0;1;1;0;0;6;0;4;2;0;0;;;;Leap year;1,780111;1,6147;week;0,739639;11,6683;;;;;;;;;;;;;;;;;;;;;;;LS (10-2008);-12,19758;-4,1746;LS (1-2009);-18,76593;-6,4118;LS (1-2011);11,855573;4,0366;TC (11-2011);14,369783;4,755;LS (3-2020);-23,992155;-7,1156;TC (4-2020);-19,63923;-5,7166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,414409;0,126838;3,211529;1,917755;32,97884;31,47503;40,102432;38,741758;0,051687;0,049731;0,53658;5,15554;0,619697;2,804841;Additive;1;;;;;Present;0;0;Present;ProbablyNone;0;0;None;None;0,000028397;0,613801273;None;None;0;1;None;None;0,000012474;1;689,796753;108,632947;291,397022;327,509349;555,058291;AT.AT.AT.AT.AT.AT;0,051687;2,116346;8,261538;7,449877;0,879995;--.-t.--.--.--.--;0;0,330608;1,818859;0,906901;0,010204;--.--.--.--.--.--;0;0,304725;1,26799;0,846633;0,008423;--.--.--.--.--.--;-0,33103673;0,871884;0,871884;0,758692;0,758692;0,832661;0,832661;;;;;;;;;;;;;;Good
RF2571;;12;1990-01-01;2021-09-01;381;0;1;None;317,856008559;-1377,161573503;3,712729301;2764,323147006;2783,863561697;2764,488892862;-4,532097379;-1,647205441;2772,086361034;5;381;368;363;0;1;1;0;1;1;-0,753527;-19,8654;0;;;;;;;;;;;;;;;;-0,763695;-16,2843;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;0;0;1;1;0;0;0;0;;;;;;;week;0,007457;4,8181;;;;;;;;;;;;;;;;;;;;;;;AO (4-2020);-0,590375;-6,4175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,581847;-0,02981;3,828301;10,836893;13,542954;12,944576;25,170107;24,367586;1,552203;1,493471;-0,626397;10,445652;-1,115455;2,527215;Multiplicative;1;;;;;Present;0,098743566;0;Present;ProbablyNone;0,073887179;0;None;None;0,363852655;0,698797623;None;None;0,306313119;0,999999999;None;None;0,160596061;1;451,451816;31,067334;213,039702;229,934261;100,879596;--.AT.AT.AT.AT.AT;1,552203;1,083065;15,902564;12,984412;0,694919;--.--.--.--.--.a-;0;0,189361;2,761787;1,21169;0,015058;--.--.--.--.--.--;0;0,300359;2,46402;1,521813;0,011744;--.--.--.--.--.--;-0,486124429;0,944826;0,944826;0,969491;0,969491;1,067902;1,067902;;;;;;;;;;;;;;Good
RF2572;;12;1990-01-01;2021-09-01;381;0;0;None;-1512,03395295;-1512,03395295;78551,394637293;3036,0679059;3059,516403529;3036,300592881;5,443698326;8,31390327;3045,383762734;6;381;368;362;0;1;1;0;1;1;-0,576174;-12,6745;0;;;;;;;;;;;;;;;;-0,609958;-14,6776;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;0;0;2;0;1;1;0;0;;;;;;;week;1,530833;7,798;;;;;;;;;;;;;;;;;;;;;;;LS (11-2008);-52,731485;-4,8784;TC (3-2020);-60,498658;-4,966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,575606;0,03931;3,36716;2,960724;20,678561;19,971588;74,470176;72,072375;0,097116;0,090292;-1,129173;8,923184;0,247879;0,924716;Additive;1;;;;;Present;0,000259305;0;Present;ProbablyNone;0,00015798;0;None;None;0,000057329;0,622524722;None;None;0,000655757;1;None;None;0,000007571;1;667,363283;45,525701;290,215881;319,015491;209,865764;AT.AT.AT.AT.AT.AT;0,097116;1,543472;7,230769;7,472359;0,712532;--.--.-t.--.-t.--;0;0,099295;1,506203;0,354551;0,002265;--.--.--.--.--.--;0;0,086689;2,717122;0,62693;0,003445;--.--.--.--.--.--;-0,423571425;1,053753;1,053753;0,828848;0,828848;0,938601;0,938601;;;;;;;;;;;;;;Good
RF2573;;12;1990-01-01;2021-09-01;381;0;1;None;598,691090565;-1194,611646724;0,812736765;2405,223293448;2436,487956953;2405,624407654;-6,00304893;-3,125319341;2417,644435893;8;381;368;360;0;1;1;0;1;1;-0,664116;-16,7802;0;;;;;;;;;;;;;;;;-0,70258;-12,9718;0;;;;1990-01-01;2021-09-01;381;0;0;1;1;6;1;2;0;1;1;0;0;;;;Leap year;0,03308;2,1657;week;0,007645;11,1968;;;;;;;;;;;;;;;;;;;;Easter [6];-0,046102;-4,4046;LS (12-2008);-0,189444;-5,7745;TC (3-2020);-0,35454;-8,9923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,095428;-0,309773;4,081153;15,699257;18,810336;18,065113;55,385706;53,980677;1,601224;1,540637;-0,415378;28,009499;-0,619697;3,489031;Multiplicative;1;;;;;Present;0,626046856;0;Present;ProbablyNone;0,727253778;0;None;None;0,014501504;0,860322006;None;None;0;1;None;None;0,000150861;1;665,670369;119,977692;262,91067;294,762807;485,162759;AT.AT.AT.AT.AT.AT;1,601224;0,57787;2,933333;4,436034;0,598057;--.--.--.--.--.--;0;0,137312;1,317618;0,795347;0,002748;--.--.--.--.--.--;0;0,088005;0,543424;1,001252;0,002555;--.--.--.--.--.--;-0,443838688;0,692703;0,692703;0,897706;0,897706;0,976734;0,976734;;;;;;;;;;;;;;Good
RF2591;;12;1990-01-01;2021-09-01;381;0;1;None;494,254710864;-1254,101695855;1,444798235;2534,20339171;2585,008469906;2535,231640297;-5,347458378;-2,477457455;2554,387748184;13;381;368;355;3;1;1;0;1;1;-0,813463;-9,186;0;;;;;;;0,012918;0,1224;0,9027;-0,11409;-1,1996;0,2311;-0,078842;-1,0471;0,2958;-0,579608;-10,368;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;0;0;6;2;1;3;0;0;;;;;;;week;0,012431;12,5402;;;;;;;;;;;;;;;;;;;;;;;TC (11-1994);0,217592;4,7057;AO (7-1997);-0,273987;-5,187;AO (8-1997);0,243995;4,6117;LS (10-2008);-0,191904;-4,8342;TC (12-2008);-0,291414;-5,8747;TC (4-2020);-0,250153;-5,2472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;0,568175;-0,1645;3,886947;11,984525;25,902737;24,795727;89,870895;86,402585;2,259767;2,120797;-1,129173;8,26035;-0,743637;2,153637;Multiplicative;1;;;;;Present;0,430996685;0;Present;Present;0,655973916;0;None;None;0,000560586;0,82727402;None;None;0,00077056;1;None;None;0,000269029;1;536,313952;67,411807;256,007444;287,147661;115,619203;AT.at.AT.AT.-t.AT;2,259767;0,481419;3,882051;5,115611;0,670251;--.--.--.--.--.--;0;0,201688;1,466501;0,827363;0,015979;--.--.--.--.--.--;0;0,166911;1,253102;0,469069;0,017164;--.--.--.--.--.--;-0,522102503;1,284661;1,284661;1,797024;1,797024;2,385069;2,385069;;;;;;;;;;;;;;Good
RF2592;;12;1990-01-01;2021-09-01;381;0;1;None;511,63370115;-1178,527408853;1,300571189;2371,054817706;2398,411398273;2371,365928817;-5,548951955;-2,668235929;2381,923317346;7;381;368;361;0;1;1;0;1;1;-0,6371;-12,8;0;;;;;;;;;;;;;;;;-0,735134;-13,592;0;;;;1990-01-01;2021-09-01;381;0;0;0;1;0;0;3;3;0;0;0;0;;;;;;;week;0,010316;12,0605;;;;;;;;;;;;;;;;;;;;;;;AO (12-1996);-0,285735;-5,633;AO (12-1999);-0,224124;-4,416;AO (5-2011);0,246418;4,8785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;FullResiduals;-0,479357;-0,194992;3,000215;2,40237;33,832369;32,479116;14,923932;14,409598;1,779435;1,712106;-0,82651;5,716753;-3,098486;15,029748;Multiplicative;1;;;;;Present;0,000000513;0;Present;Present;0,000005478;0;None;None;0,123918703;0,591770958;None;None;0,000300002;0,999999999;None;None;0,029459315;1;451,607219;44,622077;277;306,262744;128,288189;AT.AT.AT.AT.AT.aT;1,779435;0,482166;12,261538;12,213676;0,845374;--.--.--.--.--.--;0;0,077908;1,312655;0,589707;0,035277;--.--.--.--.--.--;0;0,102596;2,290323;0,504567;0,026193;--.--.--.--.--.--;-0,381751382;0,955354;0,955354;1,107218;1,107218;1,292894;1,292894;;;;;;;;;;;;;;Good
